20221117_134604_41,0.0,0.8857,"(718, 2130, 863, 2244)"
20221117_134604_41,0.0,0.7437,"(1343, 1901, 1398, 1957)"
20221117_134604_41,0.0,0.5393,"(2441, 1682, 2497, 1701)"
20221117_134604_41,1.0,0.4612,"(177, 1920, 920, 2414)"
20221117_134604_41,1.0,0.2659,"(1202, 1766, 1406, 2029)"
20221117_134708_31,0.0,0.8473,"(1271, 1930, 1350, 1995)"
20221117_134708_31,0.0,0.7914,"(804, 2082, 948, 2188)"
20221117_134708_31,0.0,0.7706,"(0, 2509, 146, 2669)"
20221117_134708_31,0.0,0.5664,"(3553, 1677, 3606, 1697)"
20221117_134708_31,0.0,0.5208,"(2571, 1667, 2628, 1685)"
20221117_134708_31,1.0,0.4499,"(250, 1816, 989, 2339)"
20221117_134708_31,1.0,0.4178,"(961, 1769, 1364, 2099)"
20221117_134708_31,1.0,0.2888,"(0, 2056, 295, 2769)"
20220915_172513_99,0.0,0.8979,"(766, 2081, 893, 2190)"
20220915_172513_99,0.0,0.6454,"(1133, 1892, 1193, 1960)"
20220915_172513_99,1.0,0.472,"(206, 1860, 932, 2365)"
20220915_172016_19,0.0,0.8489,"(363, 2383, 646, 2478)"
20220915_172016_19,1.0,0.4704,"(173, 1788, 1107, 2567)"
20220915_172836_69,0.0,0.8513,"(3518, 1890, 3654, 1973)"
20220915_172836_69,0.0,0.7487,"(952, 1763, 1075, 1803)"
20220915_172836_69,1.0,0.4344,"(858, 1622, 1345, 1950)"
20220915_172836_69,1.0,0.4343,"(3399, 1547, 4026, 2195)"
20220915_172836_69,0.0,0.3835,"(1508, 1653, 1579, 1674)"
20221117_133909_71,0.0,0.8871,"(575, 2159, 747, 2282)"
20221117_133909_71,0.0,0.8856,"(1140, 1966, 1232, 2043)"
20221117_133909_71,0.0,0.6809,"(1553, 1826, 1599, 1871)"
20221117_133909_71,1.0,0.4548,"(779, 1796, 1256, 2160)"
20221117_133909_71,1.0,0.4156,"(2, 1853, 806, 2454)"
20221117_133909_71,0.0,0.4103,"(2524, 1663, 2578, 1682)"
20221117_133909_71,0.0,0.3995,"(3510, 1669, 3564, 1685)"
20221117_133909_71,1.0,0.2787,"(1251, 1727, 1605, 1954)"
20220920_092702_27,0.0,0.8736,"(2717, 1946, 2783, 2014)"
20220920_092702_27,0.0,0.872,"(3039, 2129, 3165, 2242)"
20220920_092702_27,0.0,0.8687,"(888, 1971, 962, 2036)"
20220920_092702_27,0.0,0.8606,"(598, 2172, 732, 2293)"
20220920_092702_27,0.0,0.7361,"(2493, 1839, 2531, 1884)"
20220920_092702_27,0.0,0.6404,"(1259, 1855, 1299, 1901)"
20220920_092702_27,0.0,0.6268,"(3920, 2677, 4032, 2856)"
20220920_092702_27,0.0,0.6172,"(1634, 1657, 1686, 1678)"
20220920_092702_27,1.0,0.4234,"(250, 1853, 762, 2427)"
20220920_092702_27,1.0,0.4157,"(3005, 1849, 4003, 2470)"
20220920_092702_27,1.0,0.3843,"(704, 1793, 989, 2140)"
20220920_092702_27,1.0,0.3714,"(2699, 1789, 3073, 2113)"
20220920_092702_27,1.0,0.3138,"(2327, 1655, 2525, 1823)"
20220920_092702_27,1.0,0.3124,"(1603, 1575, 1796, 1758)"
20220920_092702_27,1.0,0.2981,"(2489, 1682, 2767, 1964)"
20220920_092702_27,1.0,0.2569,"(976, 1715, 1312, 2008)"
20220915_172551_39,0.0,0.9031,"(997, 2007, 1089, 2090)"
20220915_172551_39,0.0,0.6243,"(1468, 1794, 1506, 1834)"
20220915_172551_39,1.0,0.448,"(495, 1829, 1115, 2223)"
20220915_172017_29,0.0,0.8712,"(830, 2138, 1078, 2221)"
20220915_172017_29,1.0,0.4696,"(606, 1708, 1304, 2296)"
20220920_094459_37,0.0,0.8866,"(3401, 2159, 3582, 2291)"
20220920_094459_37,0.0,0.8545,"(2796, 1961, 2868, 2031)"
20220920_094459_37,0.0,0.8488,"(505, 1906, 639, 1944)"
20220920_094459_37,0.0,0.7749,"(1, 1923, 52, 1958)"
20220920_094459_37,0.0,0.7464,"(2534, 1860, 2578, 1905)"
20220920_094459_37,1.0,0.4648,"(1, 1655, 415, 2026)"
20220920_094459_37,1.0,0.4524,"(3336, 1749, 3974, 2432)"
20220920_094459_37,1.0,0.4509,"(424, 1608, 1154, 2030)"
20220920_094459_37,1.0,0.4014,"(2772, 1740, 3384, 2185)"
20220920_094459_37,1.0,0.3398,"(2524, 1702, 2810, 1985)"
20220920_092642_27,0.0,0.8859,"(3359, 2124, 3471, 2235)"
20220920_092642_27,0.0,0.8802,"(2272, 2006, 2442, 2053)"
20220920_092642_27,0.0,0.8736,"(775, 1944, 893, 1988)"
20220920_092642_27,0.0,0.8274,"(329, 1903, 431, 1945)"
20220920_092642_27,0.0,0.6596,"(3902, 2567, 4031, 2755)"
20220920_092642_27,0.0,0.6477,"(1562, 1976, 1710, 2021)"
20220920_092642_27,1.0,0.4585,"(1453, 1556, 2064, 2054)"
20220920_092642_27,1.0,0.4426,"(2090, 1618, 2658, 2121)"
20220920_092642_27,1.0,0.4416,"(699, 1612, 1171, 2052)"
20220920_092642_27,1.0,0.4267,"(3319, 1815, 4019, 2442)"
20220920_092642_27,0.0,0.3516,"(0, 1873, 30, 1907)"
20220920_092642_27,1.0,0.3338,"(299, 1682, 738, 2008)"
20220915_171144_29,0.0,0.8782,"(3096, 1799, 3243, 1843)"
20220915_171144_29,1.0,0.4599,"(2817, 1611, 3369, 2048)"
20220915_171144_29,0.0,0.3997,"(1035, 1701, 1087, 1738)"
20220915_172700_29,0.0,0.7942,"(3659, 1669, 3700, 1688)"
20220915_172700_29,1.0,0.3016,"(3642, 1605, 3812, 1723)"
20220920_092623_87,0.0,0.8676,"(733, 2008, 799, 2081)"
20220920_092623_87,0.0,0.7299,"(1032, 1839, 1070, 1884)"
20220920_092623_87,1.0,0.453,"(162, 1783, 820, 2249)"
20220920_092623_87,1.0,0.2988,"(781, 1746, 1077, 1971)"
20220920_094604_27,0.0,0.8853,"(1987, 1881, 2107, 1918)"
20220920_094604_27,0.0,0.8806,"(773, 1859, 881, 1895)"
20220920_094604_27,0.0,0.8618,"(3605, 2632, 3869, 2926)"
20220920_094604_27,0.0,0.7971,"(1433, 1871, 1550, 1909)"
20220920_094604_27,0.0,0.708,"(2712, 1938, 2756, 1997)"
20220920_094604_27,0.0,0.6975,"(2858, 2140, 2929, 2234)"
20220920_094604_27,0.0,0.6829,"(350, 1836, 455, 1871)"
20220920_094604_27,0.0,0.4695,"(1, 1815, 55, 1852)"
20220920_094604_27,1.0,0.4527,"(1341, 1556, 1826, 1943)"
20220920_094604_27,1.0,0.4273,"(699, 1594, 1112, 1949)"
20220920_094604_27,1.0,0.3976,"(1844, 1608, 2278, 1971)"
20220920_094604_27,1.0,0.3906,"(314, 1637, 706, 1922)"
20220920_094604_27,1.0,0.3667,"(3539, 2087, 4032, 3024)"
20220920_094604_27,1.0,0.3326,"(2849, 1667, 4002, 2540)"
20221117_134421_01,0.0,0.9004,"(896, 2124, 1023, 2241)"
20221117_134421_01,0.0,0.789,"(1476, 1794, 1513, 1840)"
20221117_134421_01,0.0,0.6998,"(0, 2504, 187, 2703)"
20221117_134421_01,0.0,0.6604,"(1343, 1886, 1395, 1946)"
20221117_134421_01,1.0,0.4581,"(301, 1870, 1068, 2434)"
20221117_134421_01,1.0,0.4093,"(1021, 1729, 1412, 2051)"
20221117_134421_01,1.0,0.3542,"(1, 1992, 362, 2900)"
20221117_134421_01,1.0,0.3474,"(1293, 1682, 1513, 1849)"
20221117_134421_01,0.0,0.2508,"(1588, 1752, 1632, 1787)"
20220920_094358_47,0.0,0.8914,"(2675, 2043, 2778, 2140)"
20220920_094358_47,0.0,0.8826,"(3096, 2343, 3348, 2555)"
20220920_094358_47,0.0,0.7837,"(1, 2012, 141, 2057)"
20220920_094358_47,0.0,0.7227,"(836, 1686, 931, 1715)"
20220920_094358_47,0.0,0.6177,"(2166, 1851, 2200, 1904)"
20220920_094358_47,1.0,0.4344,"(0, 1639, 516, 2132)"
20220920_094358_47,1.0,0.4284,"(2657, 1761, 3156, 2278)"
20220920_094358_47,1.0,0.4151,"(2979, 1674, 4032, 2899)"
20220920_094358_47,1.0,0.3893,"(821, 1578, 1087, 1830)"
20220920_094358_47,1.0,0.3245,"(2166, 1681, 2441, 1997)"
20220920_094358_47,0.0,0.2827,"(820, 1783, 949, 1817)"
20221117_134431_11,0.0,0.8969,"(981, 2112, 1110, 2233)"
20221117_134431_11,0.0,0.7305,"(1461, 1912, 1506, 1969)"
20221117_134431_11,0.0,0.6855,"(3174, 1739, 3257, 1764)"
20221117_134431_11,1.0,0.463,"(383, 1857, 1146, 2399)"
20221117_134431_11,0.0,0.4183,"(2812, 1765, 2892, 1789)"
20221117_134431_11,1.0,0.3352,"(2998, 1653, 3328, 1853)"
20221117_134431_11,1.0,0.3292,"(1158, 1746, 1516, 2088)"
20221117_134431_11,1.0,0.3146,"(2658, 1660, 2966, 1839)"
20221117_134431_11,0.0,0.2558,"(2815, 1758, 2894, 1781)"
20220915_172926_29,0.0,0.876,"(2855, 2158, 2940, 2278)"
20220915_172926_29,0.0,0.8304,"(2269, 1680, 2345, 1705)"
20220915_172926_29,0.0,0.7084,"(3576, 2686, 3804, 3001)"
20220915_172926_29,1.0,0.4414,"(2831, 1918, 3482, 2514)"
20220915_172926_29,1.0,0.4321,"(2203, 1584, 2497, 1794)"
20220915_172926_29,0.0,0.3618,"(2583, 1863, 2614, 1911)"
20220915_172926_29,1.0,0.2918,"(3397, 2058, 4031, 3030)"
20220915_172926_29,1.0,0.2603,"(2579, 1700, 2883, 2033)"
20220920_092821_77,0.0,0.8649,"(2779, 2087, 2918, 2189)"
20220920_092821_77,0.0,0.8131,"(2381, 1912, 2447, 1966)"
20220920_092821_77,0.0,0.7599,"(652, 1796, 748, 1821)"
20220920_092821_77,0.0,0.6112,"(2131, 1837, 2170, 1873)"
20220920_092821_77,1.0,0.4486,"(2737, 1591, 4020, 2337)"
20220920_092821_77,1.0,0.4342,"(579, 1601, 930, 1875)"
20220920_092821_77,1.0,0.3899,"(2362, 1766, 2512, 2007)"
20220920_092821_77,1.0,0.2745,"(2120, 1695, 2517, 1967)"
20220915_172611_49,0.0,0.8928,"(442, 2195, 584, 2340)"
20220915_172611_49,0.0,0.7364,"(3949, 1882, 4028, 1922)"
20220915_172611_49,1.0,0.4625,"(1, 1858, 639, 2577)"
20220915_172611_49,1.0,0.3178,"(3635, 1738, 4032, 1981)"
20220920_092904_77,0.0,0.881,"(3402, 2043, 3524, 2132)"
20220920_092904_77,0.0,0.8556,"(2997, 1906, 3066, 1964)"
20220920_092904_77,0.0,0.8407,"(822, 1918, 960, 1957)"
20220920_092904_77,0.0,0.8072,"(231, 1925, 346, 1964)"
20220920_092904_77,0.0,0.6233,"(2813, 1845, 2852, 1884)"
20220920_092904_77,1.0,0.4508,"(728, 1605, 1459, 2044)"
20220920_092904_77,1.0,0.4403,"(162, 1700, 716, 2036)"
20220920_092904_77,1.0,0.4198,"(2994, 1720, 3387, 2065)"
20220920_092904_77,1.0,0.419,"(3359, 1780, 4030, 2322)"
20220920_092904_77,0.0,0.3691,"(2999, 1899, 3026, 1946)"
20220920_092714_27,0.0,0.9035,"(3295, 2102, 3429, 2208)"
20220920_092714_27,0.0,0.8696,"(1235, 1916, 1294, 1981)"
20220920_092714_27,0.0,0.8175,"(2741, 1927, 2794, 1982)"
20220920_092714_27,0.0,0.7851,"(2548, 1829, 2587, 1868)"
20220920_092714_27,0.0,0.783,"(3739, 2524, 4032, 2804)"
20220920_092714_27,0.0,0.6968,"(791, 2107, 911, 2210)"
20220920_092714_27,1.0,0.5188,"(2543, 1703, 2788, 1933)"
20220920_092714_27,1.0,0.4485,"(543, 1799, 942, 2286)"
20220920_092714_27,1.0,0.4154,"(896, 1692, 1311, 2100)"
20220920_092714_27,1.0,0.4001,"(3651, 2030, 4032, 2914)"
20220920_092714_27,0.0,0.3949,"(2127, 1645, 2173, 1660)"
20220920_092714_27,1.0,0.3878,"(3274, 1702, 3977, 2365)"
20220920_092714_27,1.0,0.3581,"(2725, 1732, 3328, 2141)"
20220915_171909_69,0.0,0.8987,"(2937, 2047, 3089, 2151)"
20220915_171909_69,0.0,0.8822,"(3566, 2385, 3904, 2592)"
20220915_171909_69,1.0,0.4547,"(3366, 1936, 4029, 2754)"
20220915_171909_69,1.0,0.4281,"(2903, 1800, 3471, 2258)"
20221117_134433_21,0.0,0.8505,"(1037, 2133, 1154, 2258)"
20221117_134433_21,0.0,0.7882,"(3018, 1820, 3116, 1849)"
20221117_134433_21,0.0,0.6171,"(3476, 1789, 3575, 1817)"
20221117_134433_21,1.0,0.4434,"(282, 1812, 1189, 2465)"
20221117_134433_21,1.0,0.3796,"(3249, 1682, 3652, 1912)"
20221117_134433_21,1.0,0.359,"(2800, 1698, 3200, 1908)"
20221117_134433_21,0.0,0.3396,"(3780, 1814, 3837, 1856)"
20220915_171204_39,0.0,0.8456,"(1559, 1761, 1640, 1787)"
20220915_171204_39,1.0,0.4353,"(1477, 1650, 1771, 1827)"
20221117_134759_91,0.0,0.8917,"(1125, 2053, 1231, 2143)"
20221117_134759_91,0.0,0.7557,"(0, 2588, 270, 2828)"
20221117_134759_91,0.0,0.4946,"(1618, 1813, 1669, 1860)"
20221117_134759_91,1.0,0.4589,"(488, 1842, 1266, 2303)"
20221117_134759_91,1.0,0.4052,"(1410, 1717, 1682, 1930)"
20221117_134759_91,1.0,0.2741,"(0, 2075, 427, 2893)"
20220915_171950_39,0.0,0.897,"(1038, 2008, 1125, 2090)"
20220915_171950_39,0.0,0.7609,"(2677, 1873, 2724, 1924)"
20220915_171950_39,0.0,0.5222,"(1482, 1861, 1527, 1910)"
20220915_171950_39,1.0,0.4581,"(835, 1824, 1156, 2213)"
20220915_171950_39,1.0,0.3992,"(1159, 1729, 1540, 2037)"
20220915_171950_39,1.0,0.3427,"(2669, 1694, 3006, 2025)"
20220920_092843_77,0.0,0.9055,"(990, 2046, 1103, 2146)"
20220920_092843_77,0.0,0.9035,"(485, 2366, 720, 2580)"
20220920_092843_77,0.0,0.8449,"(1379, 1901, 1436, 1964)"
20220920_092843_77,0.0,0.5899,"(1626, 1786, 1658, 1821)"
20220920_092843_77,1.0,0.5892,"(609, 1723, 1135, 2276)"
20220920_092843_77,1.0,0.4313,"(0, 1913, 789, 2896)"
20220920_092843_77,1.0,0.3851,"(1091, 1706, 1452, 2071)"
20220920_092847_67,0.0,0.8944,"(1001, 2136, 1121, 2253)"
20220920_092847_67,0.0,0.8667,"(1341, 1967, 1404, 2038)"
20220920_092847_67,0.0,0.6662,"(1969, 1708, 2031, 1728)"
20220920_092847_67,0.0,0.5358,"(1413, 1852, 1451, 1899)"
20220920_092847_67,1.0,0.4398,"(476, 1837, 1162, 2466)"
20220920_092847_67,1.0,0.4171,"(1103, 1729, 1447, 2134)"
20220920_092847_67,0.0,0.4085,"(1685, 1707, 1747, 1727)"
20220920_092847_67,1.0,0.3138,"(1624, 1553, 1843, 1753)"
20220920_092847_67,0.0,0.2786,"(2428, 1797, 2450, 1824)"
20220920_092847_67,1.0,0.2743,"(1888, 1584, 2116, 1760)"
20221117_134757_31,0.0,0.8985,"(1455, 2043, 1560, 2137)"
20221117_134757_31,0.0,0.8773,"(628, 2296, 891, 2477)"
20221117_134757_31,0.0,0.8065,"(1846, 1860, 1900, 1912)"
20221117_134757_31,1.0,0.4633,"(982, 1830, 1598, 2292)"
20221117_134757_31,1.0,0.3276,"(2, 1910, 1025, 2757)"
20221117_134757_31,1.0,0.297,"(1562, 1721, 1916, 2006)"
20220920_094438_27,0.0,0.8779,"(709, 2048, 853, 2142)"
20220920_094438_27,0.0,0.8545,"(1296, 1858, 1358, 1909)"
20220920_094438_27,0.0,0.8162,"(0, 2294, 203, 2448)"
20220920_094438_27,0.0,0.8098,"(1329, 1859, 1360, 1893)"
20220920_094438_27,0.0,0.7687,"(1487, 1802, 1532, 1842)"
20220920_094438_27,0.0,0.5988,"(1954, 1749, 2047, 1777)"
20220920_094438_27,1.0,0.4579,"(248, 1706, 911, 2288)"
20220920_094438_27,0.0,0.3846,"(1544, 1749, 1573, 1775)"
20220920_094438_27,1.0,0.3606,"(1046, 1646, 1364, 2014)"
20220920_094438_27,1.0,0.3477,"(0, 1882, 313, 2545)"
20220920_094438_27,1.0,0.3106,"(1330, 1655, 1564, 1893)"
20220920_094438_27,1.0,0.3049,"(1807, 1507, 2157, 1833)"
20221117_133904_81,0.0,0.8851,"(1022, 2026, 1139, 2117)"
20221117_133904_81,0.0,0.8446,"(1450, 1847, 1504, 1898)"
20221117_133904_81,0.0,0.7819,"(180, 2264, 438, 2432)"
20221117_133904_81,0.0,0.6619,"(1595, 1767, 1634, 1810)"
20221117_133904_81,1.0,0.4606,"(543, 1803, 1185, 2270)"
20221117_133904_81,0.0,0.4245,"(1724, 1731, 1761, 1764)"
20221117_133904_81,1.0,0.3783,"(1156, 1717, 1515, 1992)"
20221117_133904_81,1.0,0.3685,"(0, 1884, 574, 2635)"
20220915_171103_69,0.0,0.8901,"(1117, 2108, 1230, 2217)"
20220915_171103_69,0.0,0.8844,"(3230, 2108, 3358, 2235)"
20220915_171103_69,0.0,0.761,"(1393, 1896, 1452, 1957)"
20220915_171103_69,1.0,0.4667,"(3187, 1848, 4027, 2530)"
20220915_171103_69,1.0,0.4633,"(566, 1797, 1262, 2417)"
20220915_171103_69,1.0,0.2901,"(1223, 1750, 1460, 2027)"
20220920_094519_57,0.0,0.8774,"(1050, 2043, 1138, 2126)"
20220920_094519_57,0.0,0.8619,"(2989, 2049, 3092, 2144)"
20220920_094519_57,0.0,0.8104,"(2202, 1687, 2264, 1706)"
20220920_094519_57,0.0,0.7952,"(3738, 2434, 4027, 2666)"
20220920_094519_57,0.0,0.7911,"(1406, 1897, 1454, 1954)"
20220920_094519_57,0.0,0.785,"(2739, 1927, 2789, 1982)"
